time in h,cXL in g/l,cS1L in g/l,cS2L in g/l,cS3L in g/l,NSt in rpm,FnG in l/min,FnO2 in l/min,FnN2 in l/min,FnCO2 in l/min,pHL in -,thetaL in °C
0.937777777777749,4.0612490903337,8.24156844978112,2.49362728560979e-17,0.139879214732351,789.891428534074,7.5,0,0,0,6.60057527985925,31.9860221062988
0.938333333333304,4.06201156912606,8.24052467797476,2.4936215644524e-17,0.139974030440024,886.986321028573,7.5,0,0,0,6.59906749839341,31.9889415748482
0.93888888888886,4.06274801730465,8.23953084540289,2.49359261423161e-17,0.140079412436335,955.643595821545,7.5,0,0,0,6.59745732756039,31.9937158580396
0.939444444444415,4.06340118233096,8.23844715480702,2.49355273924246e-17,0.14019588641904,988.320692277818,7.5,0,0,0,6.59577744188919,31.9999600730037
0.939999999999971,4.06404161652484,8.23729940537469,2.49351286521071e-17,0.140315541993853,949.767985419069,7.5,0,0,0,6.59727432728395,32.0068266906816
0.940555555555527,4.06471748161234,8.23605732320316,2.49347299213631e-17,0.140421179965823,810.482806676985,7.5,0,0,0,6.59899011997832,32.0124014051578
0.941111111111082,4.06544552807117,8.23473716692303,2.4934331200192e-17,0.140505829193648,578.610440302677,7.5,0,0,0,6.60097876848611,32.0146575725993
0.941666666666638,4.06621676427662,8.23336273968583,2.49339324885934e-17,0.140572762937664,450,7.5,0,0,0,6.60317658325683,32.0135975874896
0.942222222222193,4.06707372256902,8.23206542992548,2.49338752649758e-17,0.14062721060124,450,7.5,0,0,0,6.6055024256784,32.0116795223309
0.942777777777749,4.06795040612556,8.23074750734597,2.49338180384418e-17,0.140675325932941,450,7.5,0,0,0,6.60472870965439,32.0099323925444
0.943333333333304,4.06883849048999,8.22942295294372,2.49337608089911e-17,0.140718689636853,450,7.5,0,0,0,6.60392847754274,32.0083291322937
0.94388888888886,4.06973024048702,8.22810603224496,2.49337035766237e-17,0.140760531804022,450,7.5,0,0,0,6.60307759537655,32.0068453408397
0.944444444444415,4.07061776369408,8.22680594221828,2.49336463413393e-17,0.140804246457612,450,7.5,0,0,0,6.60219926968579,32.0054576986374
0.944999999999971,4.07149597167699,8.22552649862077,2.49335891031379e-17,0.140852007583912,450,7.5,0,0,0,6.60126897805305,32.0041495752135
0.945555555555526,4.0723627532604,8.22427138528545,2.49335318620193e-17,0.140904695534091,450,7.5,0,0,0,6.60027767589077,32.0029110123124
0.946111111111082,4.0732160706673,8.22304433489462,2.49332412142454e-17,0.140963144666504,450,7.5,0,0,0,6.59921530131276,32.0017327981076
0.946666666666637,4.07405385918403,8.22184949522521,2.49331839678279e-17,0.141028184551502,450,7.5,0,0,0,6.59807163357316,32.0006062250499
0.947222222222193,4.07481801858922,8.22057882509887,2.493278525739e-17,0.141100721946067,591.648267677106,7.5,0,0,0,6.59683512406431,31.9995226630131
